圖片檔名,偵測到牙齒總數,box信心度,使用的conf門檻,IoU_vs舊GT框,A_x_原圖,A_y_原圖,B_x_原圖,B_y_原圖,A點信心度,B點信心度
001_jpg.rf.1105af231b42e452e7cb1eda03ec9b04.jpg,2,0.8350251913070679,0.15,0.701,378.8740539550781,442.64410400390625,333.0899658203125,66.74705505371094,0.9711310863494873,0.9688751101493835
002_jpg.rf.c2f8eb01ea46264e4ea052a46e98be27.jpg,2,0.857464611530304,0.15,0.766,169.20831298828125,608.817138671875,241.8354034423828,203.60232543945312,0.9021246433258057,0.9299555420875549
003_jpg.rf.8c84e9e4fbafc67ed2555437d5b8a52e.jpg,3,0.8517757654190063,0.15,0.877,297.2403564453125,589.5455932617188,298.82916259765625,154.27529907226562,0.947587788105011,0.9673327207565308
004_jpg.rf.ffb9b06a9ac63eae161da9f9ef0a9120.jpg,4,0.8468595743179321,0.15,0.862,342.5308837890625,221.2482452392578,447.3667907714844,581.3589477539062,0.7855466604232788,0.946000337600708
005_jpg.rf.79ecb0061a063500188b8346999a17f1.jpg,3,0.8388523459434509,0.15,0.858,302.2704162597656,574.451416015625,235.18434143066406,201.6145477294922,0.9035882353782654,0.9612407684326172
006_jpg.rf.254e5f854c61e299003a39c7b21a13f9.jpg,3,0.8350378274917603,0.15,0.746,345.19134521484375,575.0006103515625,311.9578552246094,98.16574096679688,0.9512487649917603,0.97966068983078
007_jpg.rf.b8504246367036950d7bf74d5288bd85.jpg,3,0.8623198866844177,0.15,0.759,288.01416015625,575.6741333007812,247.03561401367188,89.65072631835938,0.9662210941314697,0.9820519089698792
008_jpg.rf.a68611e3070f2b474779cc8dfa2e4a8c.jpg,3,0.8599900603294373,0.15,0.914,310.36102294921875,520.6063232421875,304.039306640625,143.13092041015625,0.953605055809021,0.9266246557235718
009_jpg.rf.657f1c50c198307029c735dd5f82ef61.jpg,2,0.8505088686943054,0.15,0.767,318.027587890625,595.3307495117188,394.4076232910156,199.29818725585938,0.889861524105072,0.925769031047821
010_jpg.rf.eac5a5825bf03149622e75330479c716.jpg,3,0.8691211938858032,0.15,0.725,205.04360961914062,140.9169464111328,228.6562957763672,431.3748779296875,0.953467071056366,0.9587618112564087
011_jpg.rf.679bbc26bb36cbde35908160560ca1e1.jpg,2,0.8498898148536682,0.15,0.909,313.5931091308594,573.7911376953125,265.8973388671875,169.88040161132812,0.8874805569648743,0.9394331574440002
012_jpg.rf.b15c84047d85689affd5e02d42e5bb7b.jpg,2,0.8848803043365479,0.15,0.894,462.79852294921875,561.7112426757812,388.74853515625,166.79254150390625,0.9490949511528015,0.9568920135498047
013_jpg.rf.bce930629e64fe46f5220696f7ebfe27.jpg,2,0.8581120371818542,0.15,0.861,281.013671875,596.1741333007812,248.93307495117188,153.591796875,0.9633236527442932,0.9758028388023376
014_jpg.rf.24e022f786a07a1c33f55b9c8c117055.jpg,3,0.7798867225646973,0.15,0.708,290.6627197265625,34.9384765625,326.1020202636719,385.26611328125,0.870207667350769,0.9048459529876709
015_jpg.rf.5dc9f8101386549bc979b4c1502e2a8f.jpg,3,0.8173515200614929,0.15,0.703,312.7698974609375,65.07586669921875,357.0673828125,468.71923828125,0.9189891219139099,0.9097414016723633
