圖片檔名,偵測到牙齒總數,box信心度,使用的conf門檻,IoU_vs舊GT框,A_x_原圖,A_y_原圖,B_x_原圖,B_y_原圖,A點信心度,B點信心度
001_jpg.rf.1105af231b42e452e7cb1eda03ec9b04.jpg,4,0.8749839067459106,0.15,0.839,359.97186279296875,451.2601318359375,329.0130310058594,55.060546875,0.936797559261322,0.9417905211448669
002_jpg.rf.c2f8eb01ea46264e4ea052a46e98be27.jpg,2,0.9111533761024475,0.15,0.795,187.42776489257812,597.8091430664062,232.46240234375,205.75845336914062,0.8998283743858337,0.9312105178833008
003_jpg.rf.8c84e9e4fbafc67ed2555437d5b8a52e.jpg,3,0.8833475708961487,0.15,0.944,309.658935546875,583.3026733398438,294.8206787109375,149.30313110351562,0.8699353337287903,0.8870817422866821
004_jpg.rf.ffb9b06a9ac63eae161da9f9ef0a9120.jpg,3,0.884123682975769,0.15,0.835,383.4691467285156,220.55789184570312,438.0962219238281,589.0703125,0.8522201180458069,0.9262086749076843
005_jpg.rf.79ecb0061a063500188b8346999a17f1.jpg,2,0.6435372829437256,0.15,0.931,312.348876953125,556.4869995117188,259.7982482910156,169.40403747558594,0.7944744825363159,0.8287416696548462
006_jpg.rf.254e5f854c61e299003a39c7b21a13f9.jpg,3,0.8652503490447998,0.15,0.853,322.69989013671875,547.6983642578125,320.5587158203125,125.53955078125,0.8849226832389832,0.8366251587867737
007_jpg.rf.b8504246367036950d7bf74d5288bd85.jpg,2,0.8779467940330505,0.15,0.856,301.0584411621094,556.86669921875,245.20587158203125,77.89797973632812,0.8842374086380005,0.9142289161682129
008_jpg.rf.a68611e3070f2b474779cc8dfa2e4a8c.jpg,2,0.8885816335678101,0.15,0.822,313.37567138671875,529.866943359375,258.18310546875,106.86102294921875,0.8620925545692444,0.9483432173728943
009_jpg.rf.657f1c50c198307029c735dd5f82ef61.jpg,3,0.2772936224937439,0.15,0.786,369.49884033203125,587.3590087890625,387.8542785644531,233.51751708984375,0.47566869854927063,0.8793017268180847
010_jpg.rf.eac5a5825bf03149622e75330479c716.jpg,4,0.8882955312728882,0.15,0.851,192.59423828125,133.38412475585938,221.13497924804688,458.6496887207031,0.9342736005783081,0.8965640068054199
011_jpg.rf.679bbc26bb36cbde35908160560ca1e1.jpg,2,0.8744792342185974,0.15,0.88,316.5716552734375,584.4702758789062,249.75588989257812,145.38287353515625,0.8716726303100586,0.9450989961624146
012_jpg.rf.b15c84047d85689affd5e02d42e5bb7b.jpg,2,0.8957186937332153,0.15,0.889,466.45684814453125,548.3834228515625,366.947509765625,163.1478271484375,0.8262282013893127,0.9522988200187683
