圖片檔名,縮放比scale,偵測到牙齒總數,box信心度,使用的conf門檻,IoU_vs舊GT框,A_x_原圖,A_y_原圖,B_x_原圖,B_y_原圖,A點信心度,B點信心度
001_jpg.rf.4c9b567ff4deaebc95dfe818620028ba.jpg,0.797011,2,0.8945430517196655,0.15,0.903,354.09625244140625,441.156005859375,339.314208984375,67.20309448242188,0.9849901795387268,0.9900658130645752
002_jpg.rf.e7a3fcb45d83e3a2dd6afbe241bd1d73.jpg,0.533333,2,0.8929868936538696,0.15,0.903,166.41053771972656,607.4749755859375,248.15725708007812,214.4512939453125,0.965149998664856,0.9574169516563416
003_jpg.rf.1f6d62636a99328020108bb78ef3c835.jpg,0.533333,3,0.849625825881958,0.15,0.915,284.7022705078125,614.2212524414062,303.6983947753906,107.98342895507812,0.9683812260627747,0.9842119812965393
004_jpg.rf.4013d1526ae79399b0311b45cce6dc49.jpg,0.533333,5,0.8804815411567688,0.15,0.905,369.81591796875,230.55178833007812,436.16265869140625,585.7547607421875,0.9491813778877258,0.9835540056228638
005_jpg.rf.db41c76a1a0f67c029e07def41fa7e71.jpg,0.533333,3,0.8712130188941956,0.15,0.88,315.855712890625,561.392333984375,276.88189697265625,193.14254760742188,0.9736934900283813,0.9677542448043823
006_jpg.rf.d226f3637e96179b1db115d31f983def.jpg,0.533333,3,0.8292744755744934,0.15,0.928,335.7588195800781,567.0726928710938,329.0791931152344,106.09262084960938,0.938295304775238,0.9764986634254456
007_jpg.rf.700d0bf10fa8fd648835e0074572e5d8.jpg,0.533333,3,0.8527951240539551,0.15,0.917,320.5654296875,568.5673828125,228.96531677246094,74.908935546875,0.9809464812278748,0.9848057627677917
008_jpg.rf.5812b75fe38ce91b0ecc6190e59be8c3.jpg,0.810127,2,0.8811056017875671,0.15,0.849,320.0257263183594,520.0555419921875,298.36566162109375,179.3676300048828,0.990530788898468,0.9894205331802368
009_jpg.rf.8bab93b7d56749aa98648bdd1ca7afdb.jpg,0.266667,3,0.7509148716926575,0.15,0.645,314.25372314453125,599.3306884765625,369.9075012207031,215.013427734375,0.9294450879096985,0.960909366607666
010_jpg.rf.548a6fc07e0dd15ce1fb1c2efc5af9fa.jpg,0.777643,4,0.8681827783584595,0.15,0.912,200.67474365234375,141.7777557373047,248.0734405517578,427.81903076171875,0.9559760689735413,0.9863727688789368
011_jpg.rf.31dfe6cf21e941713e13d48e451b5b34.jpg,0.533333,2,0.8926936388015747,0.15,0.94,308.1720886230469,597.7315673828125,261.0363464355469,147.93942260742188,0.9855570197105408,0.9944950938224792
012_jpg.rf.1c49f445f9a076103a044e4d7ec4cbba.jpg,0.533333,2,0.8742542862892151,0.15,0.956,471.6518859863281,527.4447021484375,399.7732238769531,158.386962890625,0.993516206741333,0.9923254251480103
013_jpg.rf.5aa0c8322ac4e403fc96ddf0b299a532.jpg,0.533333,2,0.8701646327972412,0.15,0.865,299.17608642578125,552.3977661132812,258.98211669921875,176.12405395507812,0.9867684245109558,0.989081621170044
014_jpg.rf.3c9e80b37f0a897edf939f5b2a539ad8.jpg,0.533333,3,0.8719262480735779,0.15,0.85,285.5314636230469,27.916152954101562,333.7858581542969,364.33624267578125,0.968817949295044,0.990166425704956
015_jpg.rf.94b4a7961d4eac445d4907eb273a8c9c.jpg,0.533333,3,0.8766686320304871,0.15,0.902,302.9522705078125,70.66529846191406,333.6798095703125,449.79833984375,0.9462591409683228,0.9853923916816711
016_jpg.rf.7ab63b1fd0e68335acee897bc3b0a865.jpg,0.266667,4,0.8872209191322327,0.15,0.906,328.814208984375,128.8800048828125,373.15667724609375,471.14276123046875,0.9487850666046143,0.9822497963905334
017_jpg.rf.f41244d846f5acefd512d3fe33b1f7c7.jpg,0.266667,2,0.8819716572761536,0.15,0.75,207.42123413085938,583.527099609375,228.35610961914062,142.77374267578125,0.9628944993019104,0.9900742173194885
018_jpg.rf.22c1355b4bd4dc78157bf7cb3b88bd48.jpg,0.533333,3,0.8766346573829651,0.15,0.939,363.2240295410156,571.4027099609375,311.1272277832031,185.1436767578125,0.987011730670929,0.9853197932243347
019_jpg.rf.5b1215807086f746eeb6c3f30bedcbee.jpg,0.533333,2,0.8669759631156921,0.15,0.933,366.4561767578125,598.5723876953125,420.2590637207031,125.8651123046875,0.938161313533783,0.972159743309021
020_jpg.rf.6f3df25507befe53cc2fe1e6839d320a.jpg,0.813215,3,0.8848831057548523,0.15,0.9,232.06631469726562,583.4415283203125,245.93032836914062,269.38128662109375,0.978156566619873,0.983249306678772
021_jpg.rf.8b63d0945baeef56e60cbc002150e4bb.jpg,0.533333,2,0.8767094016075134,0.15,0.895,314.99847412109375,606.1798095703125,333.6495666503906,231.99859619140625,0.978090763092041,0.9852028489112854
022_jpg.rf.116af67b6e3794e3f8ed2f5d51cca8a1.jpg,0.533333,4,0.8689085245132446,0.15,0.855,243.1461181640625,597.8939208984375,257.9358215332031,177.85284423828125,0.9660345315933228,0.9891296625137329
023_jpg.rf.c81eb814a1c67711193aa6d0ef2ba449.jpg,0.533333,3,0.8773922920227051,0.15,0.885,283.47039794921875,601.7470092773438,305.07073974609375,214.34298706054688,0.9726278781890869,0.9836351871490479
024_jpg.rf.32a9c8afc84e54eb0a5df0b4c0ce394c.jpg,0.533333,3,0.8836773633956909,0.15,0.893,445.2674865722656,562.5607299804688,412.3078308105469,223.6734161376953,0.9875310063362122,0.9871742725372314
025_jpg.rf.f06a8c53e7f4b681c9427183b37f5bc2.jpg,0.533333,3,0.8785910606384277,0.15,0.946,174.72450256347656,162.54367065429688,276.9396667480469,509.6889953613281,0.9194372296333313,0.9777355194091797
026_jpg.rf.997b35ef0b16674048632d1fe4f74d00.jpg,0.533333,3,0.8890261650085449,0.15,0.855,379.017333984375,540.1940307617188,336.27203369140625,124.68801879882812,0.9915173053741455,0.9922195672988892
027_jpg.rf.bef5c4b7ae4115dbc519047689c1b85a.jpg,0.533333,4,0.8703699111938477,0.15,0.847,234.58876037597656,570.5470581054688,254.27947998046875,191.44866943359375,0.9845229387283325,0.9845250248908997
028_jpg.rf.9dc294ecb02a107d9bb666dcad46368b.jpg,0.533333,4,0.8728324770927429,0.15,0.879,383.4076232910156,601.7130737304688,370.39141845703125,201.68563842773438,0.9735333919525146,0.9572478532791138
029_jpg.rf.68aa50dedf23782d475ba73aeefa8402.jpg,0.79602,3,0.8787629008293152,0.15,0.929,244.62969970703125,554.77099609375,270.5046691894531,236.5694122314453,0.9677751064300537,0.9807830452919006
030_jpg.rf.324003241288b34853323a8b697e5754.jpg,0.533333,2,0.8632317185401917,0.15,0.919,325.249267578125,568.0482177734375,307.260986328125,99.28890991210938,0.9572338461875916,0.9881672263145447
031_jpg.rf.81b158711b26da9baabc14f9d9de3b5a.jpg,0.266667,4,0.868378758430481,0.15,0.791,381.858154296875,594.0411376953125,365.75872802734375,221.30780029296875,0.972264289855957,0.9818474650382996
032_jpg.rf.3d37a54c9ba12c154d2dfd85c178f1a5.jpg,0.266667,4,0.8724780678749084,0.15,0.814,204.1629638671875,604.191650390625,237.17120361328125,230.42544555664062,0.9485334753990173,0.9812009930610657
034_jpg.rf.e3e831d8a4dff6095497e0b762a559db.jpg,0.266667,3,0.8687669038772583,0.15,0.829,340.149658203125,558.770263671875,282.2231750488281,164.62277221679688,0.9829098582267761,0.9858970046043396
036_jpg.rf.8c4d79098e6081cff2adacdd480d6f2f.jpg,0.533333,2,0.8998544812202454,0.15,0.886,175.28126525878906,571.7609252929688,210.74282836914062,164.33624267578125,0.9853640198707581,0.9824947714805603
037_jpg.rf.819921ec8736ee833b89865b2a32b82c.jpg,0.533333,1,0.8882293701171875,0.15,0.816,402.5943603515625,557.65234375,383.68231201171875,214.18438720703125,0.9888429641723633,0.9818944334983826
038_jpg.rf.1a136bcdeab9ab0647ca0144bcfec321.jpg,0.533333,2,0.6498846411705017,0.15,0.847,398.9819030761719,562.0767211914062,426.3808288574219,281.26605224609375,0.9516565799713135,0.6680733561515808
039_jpg.rf.8aa0b7f7f99062b04dfaa93d6a8b3eb8.jpg,0.533333,3,0.8737570643424988,0.15,0.82,266.51531982421875,616.3883056640625,288.12969970703125,150.41607666015625,0.9593281149864197,0.9818559288978577
040_jpg.rf.df5a982adce80e1535fd79f09915d73e.jpg,0.533333,2,0.873879611492157,0.15,0.914,321.6651306152344,615.6287841796875,352.3769226074219,208.66566467285156,0.9729843735694885,0.9859515428543091
041_jpg.rf.8deb0897ced5e98b0632a5bd5c8aa066.jpg,0.533333,4,0.8798772692680359,0.15,0.895,395.9183654785156,543.4461059570312,387.7132263183594,96.31207275390625,0.9789711236953735,0.9854652285575867
042_jpg.rf.537450cea4fdf0981f62c887cde69683.jpg,0.347448,3,0.8695133924484253,0.15,0.778,455.6510925292969,572.7897338867188,440.94244384765625,159.39407348632812,0.9804425835609436,0.9846304059028625
043_jpg.rf.1cfa29c51078c1490e4f53e0dbe550d0.jpg,0.533333,2,0.818943440914154,0.15,0.865,412.8094482421875,541.4279174804688,458.48870849609375,118.26309204101562,0.9675586819648743,0.9793409109115601
