圖片檔名,偵測到牙齒總數,box信心度,使用的conf門檻,IoU_vs舊GT框,A_x_原圖,A_y_原圖,B_x_原圖,B_y_原圖,A點信心度,B點信心度
001_jpg.rf.5cdbbfe3b935a8b653abf958c1231214.jpg,3,0.8893423676490784,0.15,0.95,529.4440307617188,649.4183349609375,521.5621337890625,150.0787353515625,0.9625230431556702,0.9485517144203186
002_jpg.rf.2ba3e66180f46f40a817abb06c7386a3.jpg,2,0.8678669929504395,0.15,0.901,273.58209228515625,903.9602661132812,363.7330627441406,322.3143615722656,0.968661904335022,0.9460764527320862
003_jpg.rf.078c0f2d093bd9395275ab4ae5e7edff.jpg,3,0.8516411185264587,0.15,0.9,419.4857482910156,916.20947265625,459.5448303222656,181.206298828125,0.980211079120636,0.9635343551635742
004_jpg.rf.de705d30bbf1a7e63182a69a86389f6e.jpg,3,0.8720356225967407,0.15,0.875,556.2290649414062,327.1494445800781,632.1110229492188,900.0488891601562,0.9775059223175049,0.9845542311668396
005_jpg.rf.78286ac6886f482a992dde43f5d0c70a.jpg,3,0.8737519979476929,0.15,0.791,472.53216552734375,892.0671997070312,369.77105712890625,287.56427001953125,0.9708993434906006,0.9775664210319519
006_jpg.rf.438856f56d319688a43ad4ce3d806919.jpg,3,0.8414088487625122,0.15,0.895,502.8323974609375,857.7603759765625,474.8763122558594,130.69332885742188,0.9420903325080872,0.9711229801177979
007_jpg.rf.951bb3ca6860ee8e259f26dee99b6fb0.jpg,3,0.8359746932983398,0.15,0.871,451.9218444824219,905.5950927734375,387.5672302246094,156.076904296875,0.9820798635482788,0.97077876329422
008_jpg.rf.b3f38096a72de23dd5c907390c704357.jpg,2,0.863945484161377,0.15,0.835,482.38421630859375,807.8771362304688,446.3285827636719,267.9479675292969,0.9542468190193176,0.9103299975395203
009_jpg.rf.13e9e8d0f5104c7df73705e14ec6f1c4.jpg,3,0.8612507581710815,0.15,0.845,496.25482177734375,941.2518310546875,578.66552734375,285.9225769042969,0.9439873695373535,0.9420939683914185
010_jpg.rf.ac6428eeaa31795bf9e7c4f8ab79696b.jpg,3,0.8637915253639221,0.15,0.93,290.3915710449219,228.05572509765625,360.60650634765625,644.8367309570312,0.9761014580726624,0.9838570356369019
011_jpg.rf.b70c2b81fb2772f2ec70f7c96538b9d3.jpg,2,0.8424984812736511,0.15,0.823,473.91876220703125,922.0869140625,422.4721374511719,196.18310546875,0.9813419580459595,0.9826422929763794
012_jpg.rf.0d4cee2db9d412a80831969c7e8de991.jpg,2,0.8682848215103149,0.15,0.82,652.2991333007812,788.1687622070312,593.387939453125,253.47998046875,0.959105372428894,0.9795772433280945
013_jpg.rf.7bd9a9e6a9003df2b4c93ffac9cca809.jpg,2,0.8586041331291199,0.15,0.874,442.4090576171875,876.1576538085938,403.46722412109375,236.79611206054688,0.959293782711029,0.9423773884773254
014_jpg.rf.4999b6b3fddd00af52dc9360ad4edf45.jpg,3,0.8687225580215454,0.15,0.829,416.431640625,44.4478759765625,493.103271484375,591.9077758789062,0.9828419089317322,0.9888637065887451
015_jpg.rf.752e4438d72d8b2449f5020d805aff48.jpg,3,0.8260433077812195,0.15,0.877,451.37957763671875,127.41665649414062,513.5822143554688,711.2608032226562,0.8065096139907837,0.9738271236419678
016_jpg.rf.2ce289d3a5c4caaff5b692ac21179460.jpg,3,0.8649483323097229,0.15,0.878,493.86175537109375,180.50857543945312,543.9468994140625,730.2332763671875,0.9718941450119019,0.9768745303153992
017_jpg.rf.e868a32fb7aa7df105e94e27d630e258.jpg,2,0.8426845669746399,0.15,0.919,318.6328125,927.939453125,364.6505126953125,168.3192138671875,0.9753972887992859,0.9792115688323975
018_jpg.rf.96abf57a35e30f9e480c018873aefb8e.jpg,3,0.866839587688446,0.15,0.959,524.3313598632812,906.94873046875,439.9777526855469,285.0469970703125,0.9650458693504333,0.9882730841636658
019_jpg.rf.102f99e0b1621fb130d6c58c466a5fbc.jpg,3,0.8404112458229065,0.15,0.92,575.0955810546875,935.9840698242188,643.6436157226562,183.92922973632812,0.9730880856513977,0.9595353007316589
020_jpg.rf.3ebca978bd0742fe3f1ac3c14bb5c2e3.jpg,2,0.8806868195533752,0.15,0.939,348.9006652832031,874.388916015625,383.2925720214844,380.219970703125,0.9529622197151184,0.9382160902023315
021_jpg.rf.608b42c7621046f28b95e081dcb03dde.jpg,2,0.86756831407547,0.15,0.891,477.75128173828125,934.5182495117188,507.1070251464844,318.58868408203125,0.9317777752876282,0.9713691473007202
022_jpg.rf.9ffe499dfa94d1a691dfbb9d682d7d03.jpg,2,0.8714578747749329,0.15,0.908,364.0024108886719,945.0713500976562,414.87860107421875,272.0166320800781,0.9697198271751404,0.9369697570800781
023_jpg.rf.79480ce961a47c9618ca7bc64a9843be.jpg,3,0.8834899663925171,0.15,0.961,412.6100158691406,917.1053466796875,457.65155029296875,328.7012023925781,0.964844822883606,0.9650915861129761
024_jpg.rf.d66478645a2c8d6b7cf260def27c1497.jpg,3,0.8766461610794067,0.15,0.817,698.783203125,892.562744140625,651.0460205078125,305.1914367675781,0.9518108367919922,0.9384971857070923
025_jpg.rf.f0e9ef9a4b319a938eace7fa16320e16.jpg,3,0.8830689191818237,0.15,0.888,288.84716796875,205.46578979492188,412.0788879394531,787.3821411132812,0.9569627046585083,0.9354188442230225
026_jpg.rf.0ef6d5359f0cf9e4ed6be552f4729e5d.jpg,3,0.8759901523590088,0.15,0.897,560.1649169921875,850.1749267578125,508.90985107421875,164.57159423828125,0.9854002594947815,0.9776154160499573
027_jpg.rf.341cdbc648fa0c0049a553eb7e668456.jpg,2,0.8739280104637146,0.15,0.899,368.48309326171875,886.619873046875,374.2978820800781,299.8810729980469,0.965314507484436,0.9712640047073364
028_jpg.rf.c793fa67e1d54aee100a94dcd29b8e37.jpg,2,0.867290735244751,0.15,0.963,577.36767578125,933.47314453125,588.9876098632812,298.6164855957031,0.9806549549102783,0.9798288941383362
029_jpg.rf.06331eb632945a1502c7aaf54f0a79a2.jpg,3,0.8801001906394958,0.15,0.912,359.513427734375,842.4066162109375,390.96221923828125,394.7339172363281,0.9204645156860352,0.9153420925140381
030_jpg.rf.13b22f9d6842601aabe23694c6ea94f2.jpg,2,0.838793933391571,0.15,0.897,509.0622863769531,905.6494140625,476.70745849609375,91.9359130859375,0.9816557765007019,0.9802953600883484
031_jpg.rf.3407d85cf970ab253e2909db6cc8b34f.jpg,2,0.870442271232605,0.15,0.921,563.3120727539062,931.41357421875,542.954345703125,314.75543212890625,0.9555039405822754,0.9880293011665344
032_jpg.rf.77184b466b4a43017aea5d5378f5994c.jpg,2,0.8742852807044983,0.15,0.968,312.0678405761719,946.314697265625,378.7453308105469,308.7632141113281,0.9659892320632935,0.9784451127052307
033_jpg.rf.4a22a8474fc1281d3bd042dcde1a537b.jpg,3,0.8586774468421936,0.15,0.874,507.57379150390625,880.15185546875,420.4864807128906,261.0272521972656,0.9678993225097656,0.9761660695075989
