圖片檔名,偵測到牙齒總數,box信心度,使用的conf門檻,IoU_vs舊GT框,A_x_原圖,A_y_原圖,B_x_原圖,B_y_原圖,A點信心度,B點信心度
001_jpg.rf.26d64b4af7fce706bb3cba9a94640a2f.jpg,3,0.8171624541282654,0.15,0.729,225.42013549804688,278.69390869140625,213.6543426513672,33.598480224609375,0.9317448735237122,0.9716370701789856
002_jpg.rf.ebe8c919bbe79621de3f9d2c2ed05e36.jpg,3,0.8618492484092712,0.15,0.713,118.70187377929688,368.3846740722656,146.24822998046875,108.69518280029297,0.9283584356307983,0.9472124576568604
003_jpg.rf.b1908a93192d25dce501afeee21c128c.jpg,3,0.8348480463027954,0.15,0.774,187.5249481201172,374.0150451660156,198.3831787109375,75.09519958496094,0.9220185875892639,0.9679558277130127
004_jpg.rf.eff436d43ff0e4e14f3cf98402412e4c.jpg,4,0.7754895687103271,0.15,0.753,240.29803466796875,149.02288818359375,270.55792236328125,368.36328125,0.8795507550239563,0.9143358469009399
005_jpg.rf.fd9c0ce3b040241497d9dc772869dbc0.jpg,2,0.8208673000335693,0.15,0.852,193.80918884277344,338.9090576171875,170.46725463867188,133.41659545898438,0.9463266730308533,0.9665178060531616
006_jpg.rf.23739e22d7c1ac7e038d6c1b63727b1b.jpg,3,0.8403977751731873,0.15,0.705,204.6685028076172,344.34161376953125,213.96058654785156,65.49739837646484,0.9249818921089172,0.9630282521247864
007_jpg.rf.e90d85fcab8873bcc0c04824d0fd697a.jpg,3,0.8447010517120361,0.15,0.721,189.232177734375,340.278564453125,165.87527465820312,74.6285629272461,0.9314155578613281,0.9527591466903687
008_jpg.rf.a26cfdf2a008c9a3efb1c3741b326600.jpg,3,0.8427755832672119,0.15,0.736,187.60841369628906,332.63555908203125,194.91793823242188,84.79496002197266,0.9322583675384521,0.9538838267326355
009_jpg.rf.4df579de97813a043f771194b49e1a04.jpg,3,0.851357102394104,0.15,0.681,208.9376678466797,390.71533203125,247.37196350097656,88.17272186279297,0.9164650440216064,0.9587754011154175
010_jpg.rf.ec9d384ce8506ef686d26435bd5262e7.jpg,4,0.8021842837333679,0.15,0.687,124.87975311279297,95.16343688964844,153.81961059570312,285.209228515625,0.9006350040435791,0.8971316814422607
